BV,av,title,pubtime,tag,up,fans,length,view,danmu,review,favorite
BV1sJ41197R7,76825624,茄子-zhu神的经验交流，与jame一起吃宵夜,Sun Nov 24 11:34:25 2019,"茄子,wdnmd,白给,qiezi,生活,VLOG,jame,CAC亚洲邀请赛",CSGO大茄子,1118000,10804,122684,423,365,417
BV14E411J7WF,92627757,独居女孩的一周VLOG｜整理房间 学习和工作 逛超市,Sat Feb 29 21:23:44 2020,"VLOG,生活记录,生活,学习,记录,STUDYWITHME",jamiez0416,250000,1139,122533,454,295,1420
BV1EJ41117qT,78882844,12月vlog丨10小时学习丨英语新闻阅读方法,Wed Dec 11 19:50:16 2019,"30天vlog挑战,日常,生活,vlog,学习,英语",Junn杰俊,662000,11252,122529,1999,316,5280
BV1iJ411q7B9,77905801,【口水男孩】富二代是不是真的富二代？Up们谈过多少妹妹？身世揭晓时刻~,Tue Dec  3 14:19:45 2019,"搞笑视频,高能,沙雕,全程高能,口水男孩,Vlog,读评论",口水男孩Vlog,132000,3058,122352,3988,712,2055
BV13p4y1X7W3,968319582,一 个 赞 让 爱 丽 丝 长 高 一 米,Thu May 21 22:15:06 2020,"爱丽丝,巨大娘,爱丽丝梦游仙境,vlog,gts,Celeste,bilibili新星计划",Alice2O3,705,10835,122290,281,794,1496
BV1CE411h7AX,73855298,[Susie] VLOG 42 | 研究生的日常 | 准备考试和考驾照，肉松饭团紫菜汤，无花果酸奶杯，银耳羹，iPhone11开箱，平方设计,Tue Oct 29 21:37:29 2019,"我的学习日记,VLOG,生活记录,生活,VLOG日常,美食,研究生,学习,早餐,STUDYWITHME",Susie宝,200000,4051,122243,1502,276,886
BV1k7411A7ny,90302500,大佬甜er |VLOG.24：男默女泪！大佬咸偷换发型惨不忍睹！！,Thu Feb 20 17:30:23 2020,"记录一日三餐,VLOG,生活,美食,生活记录,VLOG日常,原创,美妆,大佬甜er,发型",大佬甜er,1053000,3436,122154,4159,503,705
BV13b411C79r,42459415,中国媳妇在韩国的婆媳生活,Sat Feb  2 20:58:06 2019,"VLOG,中国,韩国,韩语,搬运,中国媳妇,外籍媳妇,韩综,婆媳",jiaeri,646,10334,121666,135,324,231
BV1gJ411X7dY,77077047,茄子-在那深夜火锅，哪管它是真是假,Tue Nov 26 13:36:11 2019,"茄子,wdnmd,白给,qiezi,生活,VLOG,火锅,美食,吃货,吃播",CSGO大茄子,1118000,10511,121551,146,170,191
BV11b411p7L1,48072489,【中字】《OFF THE REC.Suzy》秀智日常合集,Tue Apr  2 16:09:38 2019,"SUZY,韩国爱豆,裴秀智,仙女的日常,vlog",_StePoo,391,21708,121023,252,55,4484
BV187411271C,98982805,日常生活 vlog.64 | 炸茄盒 青菜粥 | 炖鸡汤 蒸咸肉 夫妻肺片 炒豆苗 | 港式漏奶华 草莓蜂蜜奶 | 写手帐 小物分享 | 治愈系小时光,Wed Mar 25 02:18:22 2020,"花样美食挑战,VLOG,生活记录,美食,生活,VLOG日常,自制,记录,吃货,吃播",霸特小阿蝶,339000,1352,120847,3051,1043,1431
BV1Mx411Z7My,56848304,让朋友在我收藏里挑几双最讨厌的鞋？！,Wed Jun 26 03:44:50 2019,"服饰,时尚,日常,开箱,球鞋,YouTube,vlog",SkyWang666,307000,3225,120840,2918,470,1579
BV1Y7411V7MW,88522148,【KissSoo中字】KRYSTAL in Jesscia Land,Wed Feb 12 22:23:43 2020,"郑秀晶,KRYSTAL,KRYSTAL郑秀晶,KOREA相关,郑秀妍,郑秀晶KRYSTAL,JESSICA,郑氏姐妹,JungSis,Vlog",KissSoo郑秀晶中文站,22000,4002,120656,496,83,3187
BV1Ab411h7PD,44774190,[Susie] Vlog 18 | 跟我过两天 | 周而复始的日常 | 早餐、学习、手帐、MUJI、超市、自给自足的元宵节,Tue Feb 26 20:01:17 2019,"VLOG,生活记录,生活,VLOG日常,记录,美食,学习,早餐,MUJI,香港",Susie宝,200000,3442,120570,1364,224,1329
BV1rE411K7Qz,95385329,宅家vlog｜提升生活幸福感の这些宅家好物你一定要有|眼镜香薰包包零食应有尽有,Thu Mar 12 12:30:21 2020,"全能打卡挑战,VLOG,生活记录,美食,少女心,幸福感,好物分享,眼镜,包包,时尚",在下小苏,725000,1631,120184,3638,616,1247
BV19J411p7EM,80506071,【互动视频】好嗨哟！足不出户带你花式解锁TGC！,Tue Dec 24 21:41:33 2019,"TGC腾讯数字文创节,VLOG,搞笑,CF,DNF,QQ飞车,漫展",庄不纯,684000,4055,119807,333,176,685
BV1gb411P7cN,35012572,【sjkuksee申世京】vlog合集♡   韩国演员申世京小姐姐的日常生活记录(持续更新),Wed Oct 31 20:47:17 2018,"日常,VLOG,生活记录,韩国女生,sjkuksee,申世京",花逗逗17,25000,22926,119748,538,81,5267
BV1yW411L7Vh,22137151,Vlog/DIY染发/闲聊这就是街舞/下午茶/蹭吃蹭喝/十年的朋友在一起是什么体验？,Sun Apr 15 19:16:13 2018,"日常,生活,自制,生活记录,美女,搞笑,VLOG",Sugar你苏哥,116000,3353,119741,1476,239,533
BV1JJ411K7GF,67274335,[粉丝推荐] 粉丝推荐了一家采耳店 环境高达上 技师是小姐姐很温柔 有彩蛋,Tue Sep 10 19:00:16 2019,"采耳,按摩,助眠,掏耳",陈先生和张小姐Vlog,5486,3556,119735,167,208,873
BV1fW41147qf,20139582,★杏子|加拿大寄宿家庭是怎么样的|琐碎vlog,Wed Feb 28 20:20:55 2018,"日常,留学,加拿大,寄宿家庭,vlog",杏子烤肉,25000,5458,119637,980,327,1507
BV1UE41157nt,95890516,同居Vlog09｜花知晓老板和老板娘的一天上班日常｜测试各种新品配方,Fri Mar 13 12:00:54 2020,"VLOG,生活记录,生活,情侣,记录,LGBT,恋爱,VLOG日常,情侣日常",BaoziHana,314000,2447,119398,4515,567,1004
BV1H7411u7h8,91369870,【互动视频】听旋律猜歌名挑战！10首周杰伦的歌，你能答对几道呢？,Tue Feb 25 07:31:01 2020,"全能打卡挑战,互动视频,精选歌单,音乐,MV,周杰伦,经典,挑战,华语音乐,回忆",JPLJasperLuo,578,5445,119020,4274,701,1617
BV1ZA41147Q7,328023902,VLOG31/Random Days in my life在家的第一个春天/槐花天妇罗,Tue May  5 20:40:56 2020,"VLOG,生活记录,生活",Jy小语,190000,1843,118847,3682,1244,1900
BV1RW411J75W,19250884,【午夜探险】凌晨探索油管知名主播闹鬼的房子，全程未剪辑,Wed Feb  7 10:55:07 2018,"灵异,日常,搬运,vlog,恐怖,youtube,英语,闹鬼,美国,歪果仁,午夜探险",yeahatnet,6841,3037,118826,1049,95,540
BV1da4y1v7Mb,667981311,帝皇蟹三吃~  有制作过程!    就是气气的吃播,Tue Apr 28 15:22:54 2020,"全能打卡挑战,料理制作,吃播,美食vlog,美食圈,美食,吃货,美食视频,就是气气,中国吃播",就是气气,632000,4052,118740,1363,500,545
BV1mE411p7uh,94334699,在日本乡下的一天日常，跟日本朋友吃饭，逛超市，在家做饭—【日本留学日常vlog】,Sun Mar  8 02:01:22 2020,"记录一日三餐,生活,自制,生活记录,记录,校园,VLOG,旅游,日本,男生日常",Park-Kun,68000,1420,118688,3209,1658,2511
BV1mJ41167EJ,79569212,轩子巨2兔：12.9酒店欢乐直播,Tue Dec 17 06:50:04 2019,"轩子巨2兔,轩子,生活,VLOG,小姐姐,搞笑",轩子巨2兔,1372000,10948,118576,297,170,924
BV1qt4y1U72V,625195116,YIWEN ♡ VLOG 新相机尼康Z50｜太古里逛街｜小胡终于上线｜牛奶鸡蛋醪糟,Sun Apr 12 19:00:09 2020,"VLOG,生活记录,尼康,自制",YIWWWWEN,355000,1147,118418,1934,689,707
BV1GC4y1W79B,795420654,VLOG.26：近况更新～搬家啦！新家和新工作室的Roomtour来惹！,Sun May  3 19:00:03 2020,"VLOG的一百种可能,生活记录,大佬甜er,roomtour,美妆,搬家,vlog,装修,新家,vlog日常",大佬甜er,1053000,2759,118184,4559,671,935
BV1kT4y137XF,925616129,中正评测：【vlog】在YOGA14S开箱之后的补充以及随想，本期纯水，慎入,Sun May  3 03:38:05 2020,"中正评测,YOGA14S,R7-4800U,R7000,联想,恰饭",中正评测,268000,2104,117791,1715,769,1184
BV16Z4y1s71U,370635160,瑞典家人第一次吃火锅？外国人挑战中国辣椒，老外爱上吃中餐，想吃中国饺子？在家煮火锅【北欧生活vlog】,Tue May 12 15:38:12 2020,"bilibili新星计划,料理制作,吃播,美食vlog,火锅,歪果仁,瑞典,外国人吃中餐,北欧,美食",又安Arvidsson,18000,1335,117591,1133,386,278
BV19t411L7fF,60618393,【echo】济州岛VLOG 清新夏日 |周末企划,Thu Jul 25 03:36:26 2019,"Vlog夏日大作战,生活,自制,生活记录",梁一口echo,553000,3431,117574,8696,11072,2180
BV1UJ411Q7cp,77560375,vlog丨11小时学习的一天生活丨老师在家都干点什么？,Sat Nov 30 18:33:20 2019,"我的学习日记,生活,学习,vlog,校园,英语,生活记录",Junn杰俊,662000,11249,117491,2177,452,2645
BV1qE411w7HD,98261672,两个小哥哥的高能挑战| 情侣24小时英语挑战 | 我的男朋友用英语也可以随时撩我？| 〖结冰の日常〗VLog,Sun Mar 22 14:42:35 2020,"两个男孩子,情侣日常,高甜狗粮,英语口语,搞笑日常",斌斌看起来很好吃,249000,1203,117337,22220,1067,1201
BV1cx41127i5,8536419,【晚红护肤】护肤体验升级-26支涂抹型面膜测评,Fri Feb 10 23:02:18 2017,"护肤,晚红护肤,醒醒,小拓,晚红大来宾,晚红组合,贫民窟女孩,护肤基本法,地心女孩",晚红小拓,311000,5719,116812,3119,1160,1092
BV1us411k7DP,5875857,【一起读书吧】购书分享·2016上海书展review！,Thu Aug 18 07:54:28 2016,"vlog,读书,上海书展",小隐Soyyo,469000,4940,116725,1997,363,1702
BV11b411u7Rd,48720971,[Susie] VLOG 22 | 跟我一起过三天 | 日常采购和煮饭，4月BUJO手帐，看展行山，出门溜达,Mon Apr  8 20:31:30 2019,"VLOG,生活记录,生活,记录,美食,GOPRO,早餐,香港,日常,购物",Susie宝,200000,3707,116445,1252,209,812
BV1FW411N75w,24233917,越南旅行达人游中国（上海和杭州）,Fri Jun  1 18:21:28 2018,"生活记录,生活,旅游,旅行,VLOG,运动,日常",伯爵李,5696,3725,115991,1751,468,320
BV1rx411G7pm,14778593,【Tizzy T】你的男孩TT 纪录片全集 Dickid 教父 vlog ALL CUT 粤语部分中字（更新18年10月底）,Mon Sep 25 09:03:36 2017,"纪录片,中国有嘻哈,你的男孩tt,你的男孩,满舒克,红花会,明星,Jony J,TT,Tizzy T",Salamiyaa,724,55753,115608,1822,110,4417
BV1DE411s74p,93654373,小日常vlog.61  插花 | 土豆焖鸭 一颗番茄饭 换月历 | 咖喱鸡丁饭 热巧克力奶 整理厨房 | 浇花 草莓茶 杯子蛋糕  | 治愈系生活,Wed Mar  4 22:00:57 2020,"宅家vlog挑战,VLOG,VLOG日常,生活记录,美食,生活,自制,美食圈,吃播,做饭",霸特小阿蝶,339000,1900,115579,2773,1014,1744
BV1ut411i7Pb,38160555,【默小宝】12月VLOG (上) | 第一次产检、又见迪士尼、双12购物分享...,Sat Dec 15 14:00:49 2018,"日常,怀孕,VLOG,生活,迪士尼,购物",Cynthia默小宝,380000,3414,115408,3267,4090,2577
BV1EE411M7yW,94652262,【Choki/中字合集/vlog】治愈系 | 日本独居女孩日常生活向vlog | 料理 烘焙 家务 手作 美妆 | youtube搬运,Mon Mar  9 15:52:11 2020,"VLOG,生活,萌妹子,自制,美食,中字,youtube,日常,料理,烘焙",EatingMore_,6737,52149,115369,797,83,12904
BV1pe411s79P,242893935,我的10小时学习的一天????我在学习日吃些什么？下午犯困怎么办？,Fri May  1 19:36:55 2020,"沉迷学习ing,VLOG,生活记录,学习,STUDYWITHME,校园,英语,STUDYACCOUNT,生活,日常",Junn杰俊,662000,11636,115106,2074,495,1598
BV1G4411W7PC,53839905,[Susie] VLOG 27 | 跟我一起过两天 | 黑糖牛奶冰珍珠奶茶、烤三文鱼和菜肉炒饭、旅行手帐,Tue May 28 10:52:51 2019,"VLOG,手帐,生活记录,生活,美食,VLOG日常,记录,一人食,早餐,旅行手帐",Susie宝,200000,3427,114818,2913,793,833
BV1VW411b7c1,17752529,【更新至 #Xlog Red#庆生幕后花絮】【张艺兴】观察日记合集,Sat Dec 30 11:42:08 2017,"can you feel me,vlog,lay,张艺兴,sheep,求婚大作战花絮",张艺兴B站投喂总支部,223000,10707,114526,3851,707,6053
BV1nx411g72G,15375093,一次傍晚的光 ✧ 落在你脸上「 Paolo Raeli | VLOG 」,Sat Oct 14 11:31:04 2017,"短片,Paolo Raeli,青春,摄影,治愈,意大利,旅行,微电影",风月善变,7650,3030,114445,179,111,11867
BV18t411c7KJ,61447808,花了5年时间实现的目标|第六届总决选|谢谢大家|我终于进圈了|手幅制作|减肥| 一个星期瘦六斤|张昕VLOG,Tue Jul 30 20:13:32 2019,"聊聊我的职业,张昕,VLOG,塞纳河,记录,明星",紫菜xixixi,157000,4047,114237,8025,1199,3087
BV1Sf4y1U7hb,285252139,【搞神马】阿神&amp;雪兔私下颓废模样 (ﾟ∀。) ，两年没来搞神马，环境变得更加的「乱中有序」(ﾉ∀`)？ FT. 阿神 搞神馬 │VLOG#109,Sat Apr 18 18:50:42 2020,"全能打卡挑战,沒错这就是我们",雪兔SnowRabbit,127000,1109,114034,1041,317,1310
BV1sE411G7qt,95948152,日本VLOG ｜ 吃喝玩乐攻略+和服体验,Sat Mar 14 16:52:36 2020,"仙女来集合,日本,东京,VLOG,旅游,日常",Lo酱酱,6771,1316,113808,211,131,2306
BV1Yt41157y9,58784393,越南美丽的女孩，舒服的面部护理,Thu Jul 11 21:33:44 2019,"按摩,生活记录,VLOG,推拿,MASSAGE,生活,越南,理发店",秀儿2019,3415,3703,113753,198,30,1087
BV17E411K7U8,95307756,挑战顶级铁笼难题，20个洞居然都拿不出1个小铁块？,Wed Mar 11 14:18:13 2020,"bilibili新星计划,手工,生活,vlog,玩具,puzzle,解谜玩具,笼中星,高能,搞笑",GM的秘密基地,62000,4048,113688,1559,351,853
BV1Wb411q7pZ,45493003,我为祖国献石油的一天！ 2019 大庆油田发现60周年 VLOG,Wed Mar  6 14:47:41 2019,"Vlog旅行日记,记录,VLOG日常,大庆,相妄,石油,延时摄影,\""B\"" A Vlogger,VLOG",相妄,50000,3304,113285,2054,1463,4623
BV1u4411x7s7,53729942,安妮环球记#4 首尔 | 旅行全攻略！韩国传统风情 购物美食 一样不落！VLOG | ANNBITION,Mon May 27 12:00:52 2019,"Vlog我的探店笔记,探店,旅拍,旅行,旅游,首尔,韩国,美食,纪录片,游记",ANNBITION,470000,3806,112571,2148,317,1708
BV1vE411K7ud,95334083,『粉丝100问』我变了吗？祖安人？lbw？主播？,Thu Mar 12 03:08:58 2020,"阳光UP主,关于我的50个问题,生活,VLOG,粉丝,记录,吐槽,主播,搞笑视频",SSD小波,311000,5836,112465,8291,1080,2662
BV124411Y7qA,52037060,《网黑狼人》第一届：中国BOY、王怡苏、水蛭、Sandy、力元君、杰里德、拂菻坊、Amber、Kat &amp; Sid,Fri May 10 20:34:09 2019,"狼人杀,youtube,歪果仁,老外,搞笑,vlog,网黑狼人,up主,博主,网黑",KatAndSid,850000,3122,112414,3443,3327,894
BV1dK4y1r7zQ,882743997,VLOG|三月碎片 宅69天后终于出门和姐妹约会|奶茶火锅|拆快递|吃吃吃 生活日常美食记录vlog,Mon Apr  6 19:05:48 2020,"加油2020-VLOG挑战,VLOG,美食,记录,开箱,生活记录",我是一颗梨,310000,1707,112379,2167,407,729
BV1nb411S7Wk,43103924,【Junn】vlog大年初一用学习增加年味丨聊聊自律丨文具试用丨收拾行李,Sun Feb 10 12:03:08 2019,"100个春节故事,学习,生活,STUDYWITHME,生活记录,VLOG,STUDYACCOUNT,日常,自律,英语",Junn杰俊,662000,11243,112129,1629,429,3598
BV1p4411v7Xz,51863143,[Susie] VLOG 25 | 跟我一起过两天 | 熬了一锅芒果酱、奶油无花果司康、烤箱初尝试、宅在家的两天,Wed May  8 23:41:35 2019,"VLOG,生活记录,生活,美食,做饭,早餐,一人食,手帐,香港,日常",Susie宝,200000,4105,112023,3727,344,736
BV1CE411n7WL,92319926,GRWM|第一次镜头前化妆就踩雷了！|在家上学vlog,Fri Feb 28 18:51:03 2020,"我的开学范儿,大学生,生活,生活记录,VLOG,GRWM,化妆,仪式感",在下小苏,725000,1144,111831,1288,486,1016
BV1HK41157Ab,497919637,植发vlog+心得分享！我！有！头！发！了！| 大果子,Tue Apr 28 20:14:58 2020,"春日vlog挑战,美妆,种草,产品,vlog,VLOG,植发,发际线,生发,测评",古月大果子,662000,1117,111543,2488,622,969
BV1n4411x73W,51146550,VLOG.我独自生活／记账的4月 | 家中小厨师／装家具／平淡即幸福 | 宋京墨,Thu May  2 13:33:16 2019,"VLOG,生活记录,生活,自制,VLOG日常,记录,分享,我独自生活",宋京墨,125000,4139,111520,1012,428,1238
BV184411E7bU,52923344,[Susie] VLOG 26 | 跟我一起过一周 | 芒果三明治、自调口味意大利面、打理文具店、行前逛街、旅行片段,Sun May 19 10:53:19 2019,"VLOG,生活记录,生活,记录,旅行,旅游,早餐,香港,日常,一人食",Susie宝,200000,3542,111311,4020,308,775
BV1vt41167iS,39546997,Holly Gabrielle||  2019你一定要尝试的5个学习习惯！,Mon Dec 31 21:05:15 2018,"日常,剑桥,VLOG,学习,学霸,Holly Gabrielle",哐当哐铛,20000,3140,111156,204,64,3699
BV18b411E75M,46747907,【腻腻】收拾了两个月，终于可以给你们看新家house tour了！,Tue Mar 19 18:52:15 2019,"腻腻,vlog,新家house tour",腻腻的小世界ninitalk,50000,3817,111152,918,176,2833
BV1ct41177oh,60316875,95后月入10万？创业4年以来的详细经历分享+上条视频的问题答疑,Tue Jul 23 00:53:24 2019,"聊聊我的职业,创业,大学,赚钱,兼职,励志,学习,VLOG,打工,电商",卿大雄,11000,3141,111092,372,615,4198
BV15i4y1b7Uk,540534636,治愈小日常.vlog70 | 三杯鸡 千层肉饼 | 紫薯椰浆发糕 泡菜炒五花肉 年糕串 | 焦糖布丁蛋糕 草莓蛋糕卷 | 凉拌菠菜 辣炒米豆腐 | 小日常,Sat May  2 19:30:31 2020,"一日三餐,VLOG,生活记录,生活,记录,烘焙,治愈,日常,美食",一下子就醒了,407000,1453,111012,4494,884,1730
BV1DJ411m71r,76234431,【Choki/合集】超治愈的日本女生生活日常/烘焙/料理制作/vlog更新至P24,Tue Nov 19 22:01:27 2019,"YouTube搬运,生活记录,美食圈,食谱,烘焙,曲奇,甜酒,日本,日语,Choki",阿呀呀啊,8753,41100,110890,1044,71,11394
BV1Wt411S7rC,37565565,吃不停 剧毒河豚鱼料理 烤肉 刺身 大胖和软软 日本行 旅游 vlog,Thu Dec  6 22:32:29 2018,"30天vlog挑战,美食圈,大胖和软软,吃播,吃货,美食,日常,日本,vlog,旅游",大胖和软软,1029000,3442,110801,1747,254,634
BV19b41187zk,44785030,【HongJun/合集】韩国工大男学生的日常生活+旅行记录VLOG/更新到200517,Wed Feb 27 09:00:48 2019,"韩国VLOG,日常,韩国vlog,youtube搬运,카대남 홍준 HongJun",bangyeong,187000,123330,110759,982,164,2501
BV1DE411Y7NR,75317888,[4K]镰仓烟花大会，超长长长版！！,Mon Nov 11 13:27:17 2019,"东京,花火大会,镰仓,花火,烟花,VLOG",碳烤小板栗,20000,10350,110752,1635,494,8464
BV1dW411Z7Ph,30697493,【自动字幕】Jess小姐姐的视频合集     持续更新,Thu Aug 30 15:08:47 2018,"VLOG,生活记录,记录,DID,分离性身份障碍,多重人格障碍,人格分裂,日常,生活",后桌,3107,21119,110654,649,140,3789
BV1eE411N7fh,97757519,CPA学习打卡|实时|Day26 Study With Me|无纸化学习|Ipad生产力|0318|vlog26,Mon Mar 23 08:00:10 2020,"VLOG,学习,STUDYWITHME,考证,CPA,STUDYACCOUNT",啊呀呀考拉,24000,10326,110591,424,232,1437
BV1zx411V7zS,16573287,【优雅扣在法国】假装自己是个贵妇的vlog |薰衣草庄园+法国国庆日+热气球+迪士尼,Wed Nov 22 20:53:46 2017,"法国,巴黎,迪士尼,薰衣草,日常,vlog,旅行",扣子哥哥,380000,3805,110393,2466,675,1315
BV1Sp4y1X7Ki,967924780,治愈生活vlog.67 一人食 | 乳酪吐司 | 阳台烤肉配烧酒 辣炒年糕 | 榛果咖啡 下午茶 | 浇花 买了新书 牛肉拉面 | 记一个平凡温暖的周末,Sun Apr 26 18:54:29 2020,"全能打卡挑战,VLOG,生活记录,美食,一人食,自制,VLOG日常,早餐,料理,做饭",霸特小阿蝶,339000,1404,110132,2841,1025,1652
BV13b411V7FR,49874770,【Junn】一天生活vlog丨休息日的8小时学习,Sat Apr 20 10:03:39 2019,"学习,生活,记录,STUDYWITHME,实时学习,STUDYACCOUNT,VLOG,日常,vlog",Junn杰俊,662000,11018,109814,1362,338,1511
BV1S54y197XS,840359941,独居隔离VLog/我一整天的食谱/梅渍小番茄/做饭放松Vlog,Fri Apr 17 06:06:36 2020,"春日vlog挑战,VLOG,生活记录,记录,隔离,隔离日常",大包多来两笼没关系呀,457000,1422,109445,1164,305,1062
BV11741187eH,87522188,【佟硕数学】导数选填题--知识点补充(配合导数大题系列课食用),Sat Feb  8 16:04:09 2020,"寒假Vlog-一起学习吧,高考,数学,高考数学,高中数学,教育,高中,线上课堂,公开课",佟大大是ETT,189000,31345,109378,2764,366,4362
BV1A7411o7xJ,97177098,【喜糖cp】情侣超甜vlog我们搬来杭州啦！给外国男友过个生日顺便庆祝两周年~,Wed Mar 18 16:11:20 2020,"生活记录,搬家,VLOG日常,杭州租房,情侣日常,中韩情侣,外国人,韩国人,韩国欧巴,跨国情侣",还是陈老师,183000,1315,109359,1325,580,578
BV1w541147aD,455497140,VLOG|骑着心爱的小摩托吃垮泉州狂吃六家店 韩国吐司|老牌四果汤|炸醋肉|手工麻糍|烧烤 网红 美食探店记录攻略,Thu Apr 30 19:05:29 2020,"VLOG的一百种可能,VLOG,泉州,探店,美食,旅游",我是一颗梨,310000,1319,108809,1310,381,940
BV1rx411J77w,13561567,【J.Fla】小姐姐的Vlog（2018年12月14日更新）（中英字幕）,Sat Aug 19 21:23:00 2017,"韩国,J Fla,J.Fla,j.fla,音乐,女神",空灵美声渐入佳境,29000,5804,108656,456,141,1415
BV1e7411d7Xz,97080323,大佬甜er |VLOG.25：在家给老公剃头，下手的那一刻我懵了！,Wed Mar 18 20:04:33 2020,"加油2020-VLOG挑战,美妆,大佬甜er,日常,分享,VLOG,美食,宅家,搞笑,高能",大佬甜er,1053000,2902,108563,2883,457,440
BV17e411s7XA,242846238,【滤客VLOG】一生只舍得背一次的包王之王，visvim ballistic 20L开箱测评，看到标签我惊了,Thu Apr 23 11:30:57 2020,"时尚新势力-时尚新秀召集令,购物分享,潮流,开箱,分享,种草,visvim,日本,日潮,街头",滤客_Luc,50000,1009,108517,843,409,655
BV1zt41147uT,41745394,【阿平Vlog】台湾人疯买华为手机Mate20X微风南山人潮大排长龙｜亚洲最大超市卖6000元天价哈密瓜｜IMAX私人影院台北展示中心体验,Thu Jan 31 18:00:09 2019,"Osmo Pocket,台北信义商圈,生活记录,华为,台湾人,Mate20,微风南山,IMAX,亚洲最大超市,百货商场",阿平电影院,36000,3327,108457,1732,460,263
BV13W4116746,32445636,【jieun/合集】韩国博主的日常生活分享/烹饪记录/跟猫猫玩儿/更新到56P,Tue Sep 25 12:12:42 2018,"日常,韩国VLOG,韩国vlog,youtube搬运,지은 jieun",bangyeong,187000,111935,108421,709,89,2592
BV1vC4y1W7H1,795527573,情侣Q&amp;A | 我们的初吻？ | 是一见钟情还是日久生情？ | 哪子个一个瞬间感觉说“嗯 这辈子就是你了？” | 〖结冰の日常〗vlog,Mon May  4 06:23:48 2020,"可爱的男孩子,情侣日常,Q&A,高甜狗粮,生活记录,恋爱日常",斌斌看起来很好吃,249000,1304,107998,3826,757,1665
BV1zb411j7F9,49532951,[Susie] VLOG 23 | 跟我一起过两天 | 糍饭团和蛋饼的怀旧早餐，姜枣茶，日常工作与文具设计，食味与电影手帐,Tue Apr 16 20:37:24 2019,"VLOG,生活记录,生活,记录,美食,早餐,手帐,电影,日常,文具",Susie宝,200000,3559,107848,1307,242,814
BV1ni4y187rr,540196859,上天了 竟然是个跨季的seasonallyvlog？穿越回长发时期 | Renasteps,Thu Apr  9 17:57:23 2020,"VLOG,生活记录,生活,自制,记录,VLOG日常,首尔,日常",renasteps,324000,3638,107687,1675,451,777
BV1at411i7f5,38239655,Weekly Vlog #18超长版 | 试验间歇性断食减肥法的一周！ | 韩国超市各种试吃 | 憋笑挑战 | 哈里带我坐游艇 | 我们的第一颗圣诞树,Sun Dec 16 10:00:56 2018,"日常,VLOG,生活,生活记录,美食,原创,VLOG日常,旅游",HarryAndWenning,165000,4353,107421,1626,236,304
BV17t411G7KJ,59357368,【me&amp;my girls】 超长vlog,Tue Jul 16 17:35:53 2019,"Vlog夏日大作战,化妆,时尚,发型,美甲,蹦迪,dragqueen",莲龙青Kudos,309000,4437,107238,3659,639,1088
BV1Y4411M7Rz,54682195,探秘台北微星总部：南桥能煎鸡蛋的X570主板有多强？超频到5886Mhz的ITX主板！乐高拼出来的超级大红龙！Computex展台一览,Thu Jun  6 12:07:31 2019,"Vlog我的探店笔记,装机,硬件,外设,电脑,科普,大学生,体验,显卡,黑科技",FUN科技,479000,3040,107215,562,144,237
BV1GE411p7qH,94184870,只给粉丝看！粉丝独享的 moment！「凯玟的不正经电台 #01」,Sat Mar  7 13:24:51 2020,"吐槽,电台,生活,高能,生活记录,广播,VLOG,粉丝,搞笑,沙雕",凯玟桑,596000,10806,107202,1775,341,739
BV1jJ411Q776,77459354,VLOG 44 | 宅家学术日常 | 写论文，烤苹果牛奶麦片，臊子肉蛋炒饭，开箱，家务打扫,Fri Nov 29 22:09:17 2019,"我的学习日记,VLOG,生活记录,学习,生活,开箱,美食,STUDYWITHME,做饭,购物分享",Susie宝,200000,3405,107174,1326,233,802
BV1j54y1R7hx,840413558,偷买游戏机被女友发现?约会中途 当场吵架！TTL&amp;#39;合约情侣&amp;#39;VLOG,Thu Apr 23 18:44:04 2020,"VLOG,情侣,情侣日常,VLOG日常,生活记录,吵架",洪小草Human,369000,1319,106845,2387,359,677
BV1ns411G75q,25975387,中字【ondo】韩国女生独居日常生活分享/在延南洞度过琐碎的周末日常/VLOG_20180701更新,Mon Jul  2 03:42:41 2018,"VLOG,ondo,韩国,韩国VLOG,日常",flmu9t,14000,4020,106570,679,93,1630
BV1TW411q7Yv,18250421,这家店号称是脏脏包鼻祖！面基淘淘浪浪中德文化交流！ 【魔都探店】vlog 吃货 吃播 美食 旅游 攻略,Sat Jan 13 10:03:21 2018,"大胖和软软,魔都,乐乐茶,vlog,美食,吃货,脏脏包,假美食po主,美食圈,吃播",大胖和软软,1029000,3152,106508,1196,181,240
BV1se411s7xz,242897371,VLOG | 冰岛生活的日常丨一人食丨粢饭糕丨豆浆丨牛肉饭丨散步丨亲爱的嘉倩VLOG,Fri May  1 06:25:58 2020,"一日三餐,料理制作,吃播,美食vlog,VLOG日常,早餐,一人食,冰岛,北欧,治愈",亲爱的嘉倩,388000,1203,106440,1038,586,1409
BV1BE411o7Gy,70821652,【道听途说】胆小慎入！你相信这个世界上有鬼吗？来自于B站小伙伴的真实故事分享！！！,Fri Oct 11 12:00:40 2019,"bilibili新星计划,自制,生活,生活记录,VLOG,校园,萌妹子,大学生,创意,高能",大佬何金银,106000,3652,106193,2953,674,1056
